,back_legroom,body_type,dealer_zip,engine_type,exterior_color,front_legroom,fuel_tank_volume,fuel_type,has_accidents,horsepower,interior_color,is_new,make_name,maximum_seating,price,theft_title,torque,transmission,transmission_display,wheel_system,wheelbase,year
2929597,,Coupe,93955,H6,Guards Red,,,Gasoline,False,,Red,False,Porsche,,106991.0,False,,M,Manual,,,1985
2929607,--,SUV / Crossover,93955,V6,Moonlight Blue Metallic,--,19.8 gal,Gasoline,False,455.0,Gray (Slate Grey),False,Porsche,5 seats,79491.0,False,516 lb-ft @ 1000 RPM,A,8-Speed Automatic,AWD,114 in,2019
2929613,--,SUV / Crossover,93955,V6,Carrara White Metallic,--,19.8 gal,Gasoline,,455.0,Graphite Blue/Chalk,True,Porsche,5 seats,109710.0,,516 lb-ft @ 1000 RPM,A,8-Speed Automatic,AWD,114 in,2019
2929625,--,SUV / Crossover,93955,I4,Volcano Grey Metallic,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,37791.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2929626,--,SUV / Crossover,93955,I4,Blue,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,62520.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2929627,--,SUV / Crossover,93955,I4,Blue,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,62650.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2929638,--,Coupe,93955,H6,Blue,--,16.9 gal,Gasoline,,379.0,None,True,Porsche,4 seats,122480.0,,331 lb-ft @ 1950 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
2929644,--,SUV / Crossover,93955,V6,Jet Black Metallic,--,23.7 gal,Gasoline,False,440.0,Black,False,Porsche,5 seats,84991.0,False,405 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,114 in,2019
2929664,--,Sedan,93955,V6,Blue,--,23.7 gal,Gasoline,,440.0,None,True,Porsche,5 seats,124500.0,,405 lb-ft @ 1750 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
2929666,--,SUV / Crossover,93955,I4,Black,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,43991.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
2929668,--,SUV / Crossover,93955,I4,C,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,65160.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2929672,--,SUV / Crossover,93955,I4,Blue,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,63020.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2929676,,Sedan,93955,,White,,,Electric,,,None,True,Porsche,,128960.0,,,A,2-Speed Automatic,AWD,,2020
2929686,--,SUV / Crossover,93955,I4,Volcano Grey Metallic,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,42991.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2929705,--,Coupe,93955,H6,Red,--,16.9 gal,Gasoline,,414.0,None,True,Porsche,2 seats,132650.0,,309 lb-ft @ 5000 RPM,M,6-Speed Manual,RWD,97.8 in,2020
2929710,--,SUV / Crossover,93955,I4,Green,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,65840.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2929711,--,SUV / Crossover,93955,I4,Volcano Grey Metallic,--,19.8 gal,Gasoline,True,252.0,Black,False,Porsche,5 seats,43991.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
2929712,--,SUV / Crossover,93955,I4,White,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,66630.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2929715,,Sedan,93955,,Green,,,Electric,,,None,True,Porsche,,145550.0,,,A,2-Speed Automatic,AWD,,2020
2929750,--,Convertible,93955,H6,Blue,--,16.9 gal,Gasoline,,379.0,None,True,Porsche,4 seats,148570.0,,331 lb-ft @ 1950 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
2929755,--,SUV / Crossover,93955,I4,Red,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,69920.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2929757,--,SUV / Crossover,93955,I4,Gray,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,67660.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2929758,--,SUV / Crossover,93955,V8,Classic Silver Metallic,67 in,26.4 gal,Gasoline,False,420.0,Brown (Luxor Beige),False,Porsche,5 seats,44991.0,False,380 lb-ft @ 3500 RPM,A,8-Speed Automatic,AWD,114 in,2014
2929761,--,Convertible,93955,H6,Blue,--,17.6 gal,Gasoline,,443.0,None,True,Porsche,4 seats,155630.0,,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,AWD,96.5 in,2020
2929766,--,SUV / Crossover,93955,I4,Black,--,19.8 gal,Gasoline,False,252.0,Black/Luxor Beige,False,Porsche,5 seats,42991.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2929793,--,SUV / Crossover,93955,I4,Black,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,70500.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2929794,--,Coupe,93955,H6,Carrara White Metallic,--,16.9 gal,Gasoline,False,340.0,Black,False,Porsche,2 seats,58991.0,False,280 lb-ft @ 4500 RPM,A,7-Speed Automatic,RWD,97.4 in,2015
2929795,--,SUV / Crossover,93955,V6,Black,--,19.8 gal,Gasoline,,348.0,None,True,Porsche,5 seats,72550.0,,352 lb-ft @ 1360 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2929799,--,Coupe,93955,H6,Gentian Blue Metallic,--,16.9 gal,Gasoline,,443.0,Black,True,Porsche,4 seats,158700.0,,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
2929803,--,SUV / Crossover,93955,V6,Volcano Grey Metallic,--,19.8 gal,Gasoline,True,340.0,Black,False,Porsche,5 seats,49991.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2929806,--,Coupe,93955,H6,Night Blue Metallic,--,17.6 gal,Gasoline,,443.0,Gray (Chalk/Slate Grey),True,Porsche,4 seats,159600.0,,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,AWD,96.5 in,2020
2929813,--,SUV / Crossover,93955,V6,Rhodium Silver Metallic,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,37000.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2016
2929823,--,Coupe,93940,H4,Blue,41.6 in,14.3 gal,Gasoline,True,300.0,Black w/Partial Leather Seat Trim,False,Porsche,2 seats,47498.0,False,280 lb-ft @ 1950 RPM,A,Automatic,RWD,97.4 in,2017
2929836,,Sedan,93955,,Black,,,Electric,,,Black,True,Porsche,,180520.0,,,A,2-Speed Automatic,AWD,,2020
2929839,,Sedan,93955,,Volcano Grey Metallic,,,Electric,,,Black,True,Porsche,,166620.0,,,A,2-Speed Automatic,AWD,,2020
2929869,,Sedan,93955,,Black,,,Electric,,,Black,True,Porsche,,206950.0,,,A,2-Speed Automatic,AWD,,2020
2929909,--,Coupe,93955,H6,Carrara White,--,17.7 gal,Gasoline,False,415.0,Black,False,Porsche,2 seats,72991.0,False,299 lb-ft @ 5500 RPM,M,6-Speed Manual,RWD,92.7 in,2007
2929961,--,Coupe,93955,H6,Black,41.6 in,17.9 gal,Gasoline,False,560.0,Black,False,Porsche,4 seats,139991.0,False,516 lb-ft @ 2100 RPM,A,7-Speed Automatic,AWD,96.5 in,2015
2929977,--,SUV / Crossover,93955,V6,Custom Color Non-Metallic,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,52991.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2931408,--,SUV / Crossover,93103,V6,Charcoal,--,19.8 gal,Gasoline,False,360.0,Black,False,Porsche,5 seats,55000.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2931458,--,Coupe,93103,H6,Silver,41.6 in,16.9 gal,Gasoline,False,475.0,Black,False,Porsche,2 seats,120000.0,False,,A,7-Speed Automatic,RWD,96.7 in,2015
2931490,--,Coupe,93103,H6,Black,41.6 in,16.9 gal,Gasoline,False,325.0,Brown (Tan),False,Porsche,4 seats,34995.0,False,273 lb-ft @ 4250 RPM,A,5-Speed Automatic,RWD,93 in,2006
2931592,,Coupe,93103,,Orange,,,,False,,Black,False,Porsche,,110000.0,False,,M,Manual,,,1973
2931668,--,Coupe,93103,H6,Black,43 in,19 gal,Gasoline,False,400.0,Black,False,Porsche,4 seats,240000.0,False,400 lb-ft @ 4500 RPM,M,6-Speed Manual,AWD,89.5 in,1996
2931743,33.3 in,Sedan,93103,V8,Blue,41.9 in,26.4 gal,Gasoline,False,440.0,Black,False,Porsche,4 seats,57000.0,False,384 lb-ft @ 3500 RPM,A,7-Speed Automatic,AWD,114 in,2015
2932368,--,Convertible,91107,H6,Black,41.6 in,16 gal,Gasoline,True,315.0,Black,False,Porsche,4 seats,35999.0,False,273 lb-ft @ 4250 RPM,M,6-Speed Manual,AWD,92.5 in,2004
2932568,33.3 in,Sedan,93105,V8,Black,41.9 in,26.4 gal,Gasoline,False,520.0,None,False,Porsche,4 seats,76805.0,False,,M,7-Speed Manual,AWD,120.9 in,2014
2932844,,Coupe,93105,,Tan,,,,False,,None,False,Porsche,,89805.0,False,,,,,,1970
2934598,--,Coupe,90041,H6,Atlas Grey Metallic,--,16.9 gal,Gasoline,False,325.0,Black/Stone Grey,False,Porsche,4 seats,30995.0,False,273 lb-ft @ 4250 RPM,M,Manual,RWD,92.5 in,2007
2935406,,Coupe,95062,,Black,,,,False,,Black,False,Porsche,,54950.0,False,,M,Manual,,,2002
2936789,--,Coupe,95321,H6,White,43 in,19 gal,Gasoline,False,270.0,Brown (Beige),False,Porsche,4 seats,49900.0,False,243 lb-ft @ 5000 RPM,A,6-Speed Automatic,RWD,89.4 in,1995
2936817,--,Coupe,95321,H6,Black,41.6 in,17.7 gal,Gasoline,False,480.0,Black,False,Porsche,4 seats,89900.0,False,460 lb-ft @ 1950 RPM,A,Automatic,AWD,92.5 in,2008
2937026,35.9 in,SUV / Crossover,95350,V8,Blue,40.6 in,26 gal,Gasoline,False,450.0,None,False,Porsche,5 seats,9900.0,False,457 lb-ft @ 2250 RPM,A,Automatic,AWD,112.4 in,2004
2937144,36 in,SUV / Crossover,95350,V8,None,40.6 in,26.4 gal,Gasoline,False,405.0,None,False,Porsche,5 seats,7000.0,False,369 lb-ft @ 3500 RPM,A,Automatic,AWD,112.4 in,2009
2937471,--,Convertible,95350,H6,Black,41.6 in,16 gal,Gasoline,True,240.0,None,False,Porsche,2 seats,9999.0,False,199 lb-ft @ 4700 RPM,A,Automatic,RWD,95.1 in,2006
2937498,36 in,SUV / Crossover,95350,V8,Black,40.6 in,26 gal,Gasoline,False,340.0,None,False,Porsche,5 seats,9900.0,False,310 lb-ft @ 2500 RPM,A,Automatic,AWD,112.4 in,2006
2937665,36 in,SUV / Crossover,95350,V8,Blue,40.6 in,26 gal,Gasoline,True,340.0,None,False,Porsche,5 seats,9900.0,False,310 lb-ft @ 2500 RPM,A,Automatic,AWD,112.4 in,2006
2937756,--,Coupe,95350,H6,Black,--,16.9 gal,Gasoline,False,295.0,None,False,Porsche,2 seats,19999.0,False,250 lb-ft @ 4400 RPM,M,Manual,RWD,95.1 in,2007
2937762,35.9 in,SUV / Crossover,95350,V8,Black,40.6 in,26 gal,Gasoline,True,450.0,None,False,Porsche,5 seats,9999.0,False,457 lb-ft @ 2250 RPM,A,Automatic,AWD,112.4 in,2004
2937837,--,Convertible,95350,H6,Black,41.6 in,16 gal,Gasoline,True,258.0,None,False,Porsche,2 seats,9999.0,False,229 lb-ft @ 4500 RPM,A,Automatic,RWD,95.1 in,2003
2937893,--,Convertible,95350,H6,Silver,41.6 in,16 gal,Gasoline,False,300.0,None,False,Porsche,4 seats,15000.0,False,258 lb-ft @ 4600 RPM,A,Automatic,AWD,92.6 in,2000
2937959,35.9 in,SUV / Crossover,95350,V8,None,40.6 in,26 gal,Gasoline,True,340.0,None,False,Porsche,5 seats,7900.0,False,310 lb-ft @ 2500 RPM,A,Automatic,AWD,112.4 in,2004
2938125,--,Convertible,95356,H4,BLACK,--,16.9 gal,Gasoline,False,350.0,Black,False,Porsche,2 seats,59950.0,False,309 lb-ft @ 1900 RPM,A,Automatic,RWD,97.4 in,2017
2938289,--,Convertible,95356,H6,GREY,41.6 in,16.9 gal,Gasoline,False,295.0,Black,False,Porsche,2 seats,31950.0,False,251 lb-ft @ 4400 RPM,A,Automatic,RWD,95.1 in,2007
2938373,35.9 in,SUV / Crossover,95350,V8,Green,40.6 in,26 gal,Gasoline,False,340.0,None,False,Porsche,5 seats,7900.0,False,310 lb-ft @ 2500 RPM,A,Automatic,AWD,112.4 in,2004
2938699,--,SUV / Crossover,95350,V8,Champagne,--,26.4 gal,Gasoline,True,385.0,None,False,Porsche,5 seats,10600.0,False,369 lb-ft @ 3500 RPM,A,Automatic,AWD,112.4 in,2008
2938936,36 in,SUV / Crossover,95350,V8,Burgundy,40.6 in,26 gal,Gasoline,True,520.0,None,False,Porsche,5 seats,11900.0,False,530 lb-ft @ 2750 RPM,A,Automatic,AWD,112.4 in,2006
2938992,33.3 in,Sedan,95350,V8,Gray,41.9 in,26.4 gal,Gasoline,False,400.0,None,False,Porsche,4 seats,39000.0,False,369 lb-ft @ 3500 RPM,A,Automatic,AWD,114.9 in,2012
2939017,36 in,SUV / Crossover,95350,V8,Black,40.6 in,26 gal,Gasoline,False,340.0,None,False,Porsche,5 seats,12000.0,False,310 lb-ft @ 2500 RPM,A,Automatic,AWD,112.4 in,2006
2939057,33.3 in,Sedan,95356,V6,Silver,41.9 in,26.4 gal,Gasoline,True,300.0,Black,False,Porsche,4 seats,23988.0,False,295 lb-ft @ 3750 RPM,A,7-Speed Automatic,RWD,114.9 in,2012
2939207,--,Coupe,95376,H6,Black,41.6 in,16.9 gal,Gasoline,False,325.0,Black,False,Porsche,4 seats,32000.0,False,273 lb-ft @ 4250 RPM,M,6-Speed Manual,RWD,93 in,2006
2939282,--,Convertible,95350,H6,Black,41.6 in,16 gal,Gasoline,False,300.0,None,False,Porsche,4 seats,12900.0,False,258 lb-ft @ 4600 RPM,M,Manual,AWD,92.6 in,2000
2939960,,SUV / Crossover,95336,,White,,,,False,,Black,False,Porsche,,46307.0,False,,A,7-Speed Automatic,,,2018
2944764,--,Coupe,95136,H6,Meteor Gray Metallic,--,16.9 gal,Gasoline,False,245.0,Black,False,Porsche,2 seats,22577.0,False,201 lb-ft @ 4600 RPM,M,Manual,RWD,95.1 in,2008
2946315,--,Coupe,95122,H6,Black,--,16.9 gal,Gasoline,False,430.0,Black,False,Porsche,4 seats,75600.0,False,325 lb-ft @ 5600 RPM,,,RWD,96.5 in,2014
2946479,--,SUV / Crossover,95122,V6,Volcano Gray Metallic,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,38500.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2946640,--,Sedan,95122,V6,Carmine Red,--,23.7 gal,Gasoline,False,330.0,Black,False,Porsche,4 seats,60588.0,False,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,116.1 in,2017
2946776,--,SUV / Crossover,95122,V6,Rhodium Silver Metallic,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,41600.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2947276,--,SUV / Crossover,95122,V6,Black,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,44500.0,False,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2017
2948020,,Sedan,94560,,None,,,,False,,None,False,Porsche,,35500.0,False,,A,7-Speed Automatic,,,2013
2948201,33.3 in,Sedan,95126,V8,BLACK,41.9 in,26.4 gal,Gasoline,False,400.0,Black,False,Porsche,4 seats,33999.0,False,369 lb-ft @ 3500 RPM,A,7-Speed Automatic,AWD,114.9 in,2011
2948523,--,Coupe,94538,H6,Carrara White,41.6 in,17.7 gal,Gasoline,True,355.0,Terracotta,False,Porsche,4 seats,43991.0,False,295 lb-ft @ 4600 RPM,A,Automatic,AWD,92.5 in,2007
2948616,--,SUV / Crossover,94538,I4,Carrara White Metallic,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,39991.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
2948880,--,Convertible,94538,H6,Black,41.6 in,16.9 gal,Gasoline,False,265.0,Black,False,Porsche,2 seats,35388.0,False,206 lb-ft @ 4500 RPM,M,Manual,RWD,95.1 in,2013
2949257,--,Coupe,94588,H6,Gray,--,16.9 gal,Gasoline,False,385.0,UNKNOWN,False,Porsche,4 seats,63988.0,False,310 lb-ft @ 4400 RPM,M,Manual,RWD,92.5 in,2011
2950322,--,Convertible,94568,H6,Black,41.6 in,16.9 gal,Gasoline,False,265.0,Black,False,Porsche,2 seats,37995.0,False,206 lb-ft @ 4500 RPM,A,Automatic,RWD,95.1 in,2013
2950326,33.3 in,Sedan,94568,V6,Black,41.9 in,21.1 gal,Gasoline,False,310.0,Black,False,Porsche,4 seats,49995.0,False,295 lb-ft @ 3750 RPM,A,Automatic,RWD,115 in,2016
2950541,--,Coupe,94568,H6,Carmona Red Metallic,--,16.9 gal,Gasoline,False,245.0,Black,False,Porsche,2 seats,27995.0,False,201 lb-ft @ 4600 RPM,M,6-Speed Manual,RWD,95.1 in,2007
2950718,--,Convertible,94568,H6,White,41.6 in,16.9 gal,Gasoline,False,350.0,Garnet Red,False,Porsche,4 seats,69995.0,False,287 lb-ft @ 4400 RPM,A,Automatic,RWD,96.5 in,2015
2950721,--,Convertible,94568,H6,Platinum Silver Metallic,41.6 in,16.9 gal,Gasoline,False,315.0,Black,False,Porsche,2 seats,43995.0,False,266 lb-ft @ 4500 RPM,A,Automatic,RWD,95.1 in,2013
2950807,--,SUV / Crossover,94568,V6,Black,67 in,26.4 gal,Gasoline,False,420.0,Black,False,Porsche,5 seats,39995.0,False,406 lb-ft @ 1350 RPM,A,Automatic,AWD,114 in,2016
2952367,--,Coupe,94568,H6,Blue,41.6 in,16.9 gal,Gasoline,False,420.0,Black,False,Porsche,4 seats,79888.0,False,368 lb-ft @ 1700 RPM,A,Automatic,AWD,96.5 in,2017
2952456,--,Sedan,94551,V6,White,--,23.7 gal,Gasoline,False,330.0,Black,False,Porsche,4 seats,79500.0,False,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,116.1 in,2019
2952468,--,SUV / Crossover,94551,I4,Jet Black Metallic,--,19.8 gal,Gasoline,False,248.0,Black/Mojave Beige,False,Porsche,5 seats,52990.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2019
2952479,--,Convertible,94551,H6,Black,41.6 in,16.9 gal,Gasoline,False,500.0,Black,False,Porsche,4 seats,85995.0,False,480 lb-ft @ 1950 RPM,A,7-Speed Automatic,AWD,92.5 in,2013
2952491,--,SUV / Crossover,94551,V6,Carmine Red,--,19.8 gal,Gasoline,False,400.0,Black,False,Porsche,5 seats,62500.0,False,406 lb-ft @ 1350 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2952521,--,Coupe,94551,H6,GT Silver Metallic,41.6 in,16.9 gal,Gasoline,False,420.0,Black,False,Porsche,4 seats,109990.0,False,368 lb-ft @ 1700 RPM,A,7-Speed Automatic,RWD,96.5 in,2019
2952539,--,Coupe,94551,H4,White,41.6 in,16.9 gal,Gasoline,False,365.0,Black,False,Porsche,2 seats,73511.0,False,309 lb-ft @ 1900 RPM,A,7-Speed Automatic,RWD,97.4 in,2018
2952553,--,SUV / Crossover,94551,V6,White,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,44990.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2016
2952570,--,Convertible,94551,H4,Jet Black Metallic,--,16.9 gal,Gasoline,False,350.0,Black/Chalk,False,Porsche,2 seats,67500.0,False,309 lb-ft @ 1900 RPM,A,7-Speed Automatic,RWD,97.4 in,2018
2952581,33.3 in,Sedan,94551,V6,White,41.9 in,21.1 gal,Gasoline,False,416.0,Black,False,Porsche,4 seats,41500.0,False,,A,8-Speed Automatic,RWD,114.9 in,2014
2952582,--,Convertible,94551,H6,Atlas Gray Metallic,41.6 in,16.9 gal,Gasoline,False,295.0,Stone Gray,False,Porsche,2 seats,23500.0,False,251 lb-ft @ 4400 RPM,M,6-Speed Manual Overdrive,RWD,95.1 in,2007
2952611,--,Convertible,94551,H4,White,--,14.2 gal,Gasoline,False,300.0,Black/Luxor Beige,False,Porsche,2 seats,62990.0,False,280 lb-ft @ 1950 RPM,A,7-Speed Automatic,RWD,97.4 in,2019
2952613,--,Convertible,94551,H4,Black,--,16.9 gal,Gasoline,False,350.0,Black/Bordeaux Red,False,Porsche,2 seats,67500.0,False,309 lb-ft @ 1900 RPM,A,7-Speed Automatic,RWD,97.4 in,2017
2952623,--,SUV / Crossover,94551,I4,None,--,19.8 gal,Gasoline,,252.0,None,False,Porsche,5 seats,44990.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
2952631,--,SUV / Crossover,94551,I4,Black,--,19.8 gal,Gasoline,False,248.0,Black,False,Porsche,5 seats,51997.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2019
2952635,,Sedan,94551,V6,White,,,Gasoline,False,,Black,False,Porsche,,74990.0,False,,A,8-Speed Automatic,,,2017
2952658,--,SUV / Crossover,94551,V6,Jet Black Metallic,--,23.7 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,69899.0,False,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2019
2952664,--,Coupe,94551,H6,Arctic Silver Metallic,--,16.9 gal,Gasoline,False,245.0,Black,False,Porsche,2 seats,18990.0,False,201 lb-ft @ 4600 RPM,M,5-Speed Manual Overdrive,RWD,95.1 in,2008
2952668,--,Convertible,94551,H6,Agate Gray Metallic,41.6 in,16.9 gal,Gasoline,False,420.0,Black/Luxor Beige,False,Porsche,4 seats,119990.0,False,368 lb-ft @ 1700 RPM,M,7-Speed Manual,RWD,96.5 in,2018
2952673,--,SUV / Crossover,94551,V6,White,--,19.8 gal,Gasoline,True,360.0,Black,False,Porsche,5 seats,47990.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2952702,--,SUV / Crossover,94551,I4,None,--,19.8 gal,Gasoline,,252.0,None,False,Porsche,5 seats,39990.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2952728,--,SUV / Crossover,94551,V6,Black,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,29990.0,False,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2014
2952734,--,SUV / Crossover,94551,V6,Silver,--,19.8 gal,Gasoline,False,360.0,None,False,Porsche,5 seats,64990.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2952751,--,SUV / Crossover,94551,V6,Meteorgrey,67 in,26.4 gal,Gasoline,False,420.0,Black,False,Porsche,5 seats,53500.0,False,406 lb-ft @ 1350 RPM,A,8-Speed Automatic,AWD,114 in,2017
2952760,--,Coupe,94551,H4,Chalk,41.6 in,16.9 gal,Gasoline,False,365.0,Black,False,Porsche,2 seats,69990.0,False,309 lb-ft @ 1900 RPM,A,7-Speed Automatic,RWD,97.4 in,2018
2952786,33.3 in,Sedan,94551,V8,Volcano Gray Metallic,41.9 in,23.7 gal,Gasoline,,550.0,Black/Crayon,False,Porsche,4 seats,104990.0,,567 lb-ft @ 1960 RPM,A,8-Speed Automatic,AWD,116.1 in,2017
2952794,--,Coupe,94551,H4,Racing Yellow,41.6 in,16.9 gal,Gasoline,False,365.0,Black,False,Porsche,2 seats,76999.0,False,309 lb-ft @ 1900 RPM,M,6-Speed Manual,RWD,97.4 in,2018
2952817,--,Convertible,94551,H4,White,--,16.9 gal,Gasoline,False,365.0,Black/Bordeaux Red,False,Porsche,2 seats,89500.0,False,309 lb-ft @ 1900 RPM,A,7-Speed Automatic,RWD,97.4 in,2019
2952831,--,Coupe,94551,H6,Guards Red,41.6 in,17.9 gal,Gasoline,False,560.0,Espresso/Cognac,False,Porsche,4 seats,138500.0,False,516 lb-ft @ 2100 RPM,A,7-Speed Automatic,AWD,96.5 in,2015
2952848,--,SUV / Crossover,94551,V6,Dolomite,--,19.8 gal,Gasoline,False,348.0,Black,False,Porsche,5 seats,65990.0,False,352 lb-ft @ 1360 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2952877,,Sedan,94551,,White,,,Electric,,,None,True,Porsche,,142730.0,,,A,2-Speed Automatic,AWD,,2020
2954732,--,SUV / Crossover,95136,V6,Black,--,19.8 gal,Gasoline,False,360.0,Black,False,Porsche,5 seats,61800.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
2956703,--,Coupe,95126,H6,Silver,41.6 in,16 gal,Gasoline,False,300.0,Black,False,Porsche,4 seats,24995.0,False,258 lb-ft @ 4600 RPM,M,Manual,RWD,92.6 in,2000
2956952,--,Coupe,95032,H6,GT Silver Metallic,41.6 in,16.9 gal,Gasoline,False,420.0,Agate Gray,False,Porsche,4 seats,88994.0,False,368 lb-ft @ 1700 RPM,M,7-Speed Manual,RWD,96.5 in,2017
2956996,--,Coupe,95032,H6,Racing Yellow,41.6 in,16.9 gal,Gasoline,True,475.0,Black,False,Porsche,2 seats,119881.0,False,,A,7-Speed Automatic,RWD,96.7 in,2015
2957202,--,SUV / Crossover,95032,V6,Quartzite Gray Metallic,--,23.7 gal,Gasoline,False,335.0,Slate Gray,False,Porsche,5 seats,72572.0,False,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2957242,--,Coupe,95032,H6,White,41.6 in,17.9 gal,Gasoline,False,560.0,Black,False,Porsche,4 seats,124622.0,False,516 lb-ft @ 2100 RPM,A,Automatic,AWD,96.5 in,2015
2957388,--,Coupe,95032,H6,Agate Gray Metallic,41.6 in,16.9 gal,Gasoline,False,420.0,Espresso/Cognac,False,Porsche,4 seats,97871.0,False,368 lb-ft @ 1700 RPM,A,7-Speed Automatic,AWD,96.5 in,2017
2957937,--,SUV / Crossover,95129,V6,Rhodium Silver Metallic,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,41995.0,False,339 lb-ft @ 1450 RPM,A,Automatic,AWD,110.5 in,2017
2958022,--,SUV / Crossover,95129,V6,Black,--,23.7 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,65995.0,False,331 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2019
2958296,--,Coupe,95129,H6,Agate Grey Metallic,41.6 in,16.9 gal,Gasoline,False,385.0,Black,False,Porsche,4 seats,64995.0,False,310 lb-ft @ 4400 RPM,A,Automatic,RWD,92.5 in,2012
